ShipmentID,OrderID,Carrier,ShipDate,DeliveryDate,DeliveryStatus
2589,2589,USPS,2025-06-25,2025-07-01,Delivered
2590,2590,UPS,2025-06-04,2025-06-07,Delayed
2591,2591,FedEx,2025-10-15,2025-10-19,In Transit
2592,2592,FedEx,2025-06-29,2025-07-05,Delivered
2593,2593,USPS,2025-09-17,2025-09-22,In Transit
2594,2594,FedEx,2025-05-13,2025-05-16,Delayed
2595,2595,UPS,2025-07-15,2025-07-19,Delayed
2596,2596,UPS,2025-05-30,2025-06-01,In Transit
2597,2597,USPS,2025-09-22,2025-09-27,Delayed
2598,2598,FedEx,2025-11-28,2025-12-05,Delivered
2599,2599,FedEx,2025-06-29,2025-07-06,In Transit
2600,2600,USPS,2025-05-20,2025-05-27,Delayed
2601,2601,FedEx,2025-10-09,2025-10-13,Delayed
2602,2602,USPS,2025-04-26,2025-05-03,Delayed
2603,2603,FedEx,2025-09-13,2025-09-20,In Transit
2604,2604,DHL,2025-08-29,2025-09-01,Delivered
2605,2605,DHL,2025-06-30,2025-07-02,In Transit
2606,2606,FedEx,2025-02-15,2025-02-21,In Transit
2607,2607,DHL,2025-06-06,2025-06-07,In Transit
2608,2608,USPS,2025-08-21,2025-08-22,Delivered
2609,2609,UPS,2025-07-16,2025-07-23,In Transit
2610,2610,FedEx,2025-08-12,2025-08-19,Delivered
2611,2611,FedEx,2025-01-13,2025-01-18,In Transit
2612,2612,USPS,2025-09-22,2025-09-26,Delayed
2613,2613,DHL,2025-09-03,2025-09-09,In Transit
2614,2614,DHL,2025-04-17,2025-04-24,Delayed
2615,2615,UPS,2025-12-11,2025-12-12,Delayed
2616,2616,UPS,2025-01-31,2025-02-07,Delayed
2617,2617,USPS,2026-01-01,2026-01-04,Delivered
2618,2618,USPS,2025-01-04,2025-01-05,Delivered
2619,2619,DHL,2025-04-11,2025-04-17,In Transit
2620,2620,UPS,2025-08-19,2025-08-24,Delivered
2621,2621,USPS,2025-04-09,2025-04-12,Delayed
2622,2622,FedEx,2025-12-11,2025-12-15,Delivered
2623,2623,FedEx,2025-06-26,2025-06-27,In Transit
2624,2624,FedEx,2025-03-07,2025-03-14,Delivered
2625,2625,DHL,2025-02-19,2025-02-20,In Transit
2626,2626,USPS,2025-08-10,2025-08-13,Delivered
2627,2627,DHL,2025-01-17,2025-01-19,Delivered
2628,2628,USPS,2025-07-01,2025-07-02,Delivered
2629,2629,DHL,2025-08-07,2025-08-10,In Transit
2630,2630,DHL,2025-08-30,2025-09-05,Delayed
2631,2631,DHL,2025-04-15,2025-04-18,Delayed
2632,2632,FedEx,2025-06-04,2025-06-08,Delayed
2633,2633,USPS,2025-12-13,2025-12-15,In Transit
2634,2634,USPS,2025-07-20,2025-07-25,In Transit
2635,2635,FedEx,2025-01-05,2025-01-07,Delivered
2636,2636,UPS,2025-10-05,2025-10-11,Delayed
2637,2637,USPS,2025-07-24,2025-07-26,In Transit
2638,2638,USPS,2025-01-21,2025-01-28,Delayed
2639,2639,DHL,2025-12-25,2025-12-29,Delayed
2640,2640,UPS,2025-01-15,2025-01-20,In Transit
2641,2641,USPS,2025-11-13,2025-11-17,Delivered
2642,2642,FedEx,2025-02-12,2025-02-17,In Transit
2643,2643,DHL,2025-06-03,2025-06-04,Delivered
2644,2644,FedEx,2025-05-27,2025-06-03,Delivered
2645,2645,UPS,2025-11-20,2025-11-27,Delivered
2646,2646,UPS,2025-01-15,2025-01-19,Delivered
2647,2647,USPS,2025-11-08,2025-11-12,Delayed
2648,2648,UPS,2025-08-12,2025-08-16,Delayed
2649,2649,USPS,2025-07-21,2025-07-25,In Transit
2650,2650,UPS,2025-02-12,2025-02-16,In Transit
2651,2651,DHL,2025-06-16,2025-06-19,Delivered
2652,2652,FedEx,2025-11-24,2025-11-25,In Transit
2653,2653,UPS,2025-08-11,2025-08-12,Delivered
2654,2654,FedEx,2025-08-29,2025-09-01,In Transit
2655,2655,FedEx,2025-12-26,2025-12-29,In Transit
2656,2656,UPS,2025-01-28,2025-02-03,In Transit
2657,2657,UPS,2025-04-20,2025-04-22,Delivered
2658,2658,DHL,2025-03-28,2025-03-29,Delivered
2659,2659,FedEx,2025-05-31,2025-06-02,Delayed
2660,2660,FedEx,2025-10-15,2025-10-16,In Transit
2661,2661,DHL,2025-07-03,2025-07-10,Delayed
2662,2662,DHL,2025-03-26,2025-03-31,In Transit
2663,2663,FedEx,2025-07-02,2025-07-04,Delivered
2664,2664,UPS,2025-03-07,2025-03-08,In Transit
2665,2665,USPS,2025-05-03,2025-05-08,Delivered
2666,2666,FedEx,2025-12-01,2025-12-04,Delivered
2667,2667,FedEx,2025-12-21,2025-12-26,In Transit
2668,2668,USPS,2025-08-07,2025-08-11,In Transit
2669,2669,DHL,2025-09-20,2025-09-21,Delivered
2670,2670,USPS,2025-08-01,2025-08-02,Delayed
2671,2671,UPS,2025-03-04,2025-03-06,Delivered
2672,2672,USPS,2025-12-22,2025-12-23,Delivered
2673,2673,UPS,2025-11-22,2025-11-26,In Transit
2674,2674,FedEx,2025-12-05,2025-12-12,Delivered
2675,2675,UPS,2025-06-07,2025-06-13,Delayed
2676,2676,DHL,2025-08-22,2025-08-27,Delayed
2677,2677,DHL,2025-11-30,2025-12-07,In Transit
2678,2678,USPS,2025-10-09,2025-10-16,In Transit
2679,2679,FedEx,2025-06-29,2025-07-01,Delayed
2680,2680,USPS,2025-09-22,2025-09-29,Delivered
2681,2681,USPS,2025-08-16,2025-08-21,Delivered
2682,2682,USPS,2025-04-27,2025-05-03,In Transit
2683,2683,UPS,2025-06-19,2025-06-23,In Transit
2684,2684,USPS,2025-05-31,2025-06-02,In Transit
2685,2685,USPS,2025-02-28,2025-03-01,Delayed
2686,2686,USPS,2025-02-03,2025-02-07,Delayed
2687,2687,DHL,2025-07-18,2025-07-24,Delayed
2688,2688,UPS,2025-10-03,2025-10-08,Delivered
2689,2689,FedEx,2025-01-27,2025-01-30,Delivered
2690,2690,FedEx,2025-10-25,2025-10-31,Delivered
2691,2691,DHL,2025-11-23,2025-11-26,Delayed
2692,2692,DHL,2025-03-31,2025-04-06,Delivered
2693,2693,UPS,2025-10-07,2025-10-13,Delayed
2694,2694,FedEx,2025-04-15,2025-04-21,In Transit
2695,2695,UPS,2025-10-15,2025-10-20,Delayed
2696,2696,USPS,2025-06-21,2025-06-27,In Transit
2697,2697,USPS,2025-09-28,2025-10-01,Delivered
2698,2698,DHL,2025-04-01,2025-04-04,Delivered
2699,2699,FedEx,2025-05-31,2025-06-01,Delivered
2700,2700,USPS,2025-02-18,2025-02-20,Delayed
2701,2701,FedEx,2025-01-14,2025-01-18,Delayed
2702,2702,FedEx,2025-04-12,2025-04-16,Delayed
2703,2703,DHL,2025-09-04,2025-09-10,Delayed
2704,2704,DHL,2025-12-28,2025-12-30,Delivered
2705,2705,DHL,2025-02-02,2025-02-04,Delivered
2706,2706,FedEx,2025-07-14,2025-07-20,In Transit
2707,2707,USPS,2025-10-17,2025-10-18,Delivered
2708,2708,FedEx,2025-12-20,2025-12-24,Delivered
2709,2709,DHL,2025-05-07,2025-05-10,In Transit
2710,2710,FedEx,2025-11-15,2025-11-20,Delayed
2711,2711,FedEx,2025-12-03,2025-12-05,Delayed
2712,2712,FedEx,2025-12-15,2025-12-19,Delayed
2713,2713,FedEx,2025-10-11,2025-10-14,In Transit
2714,2714,USPS,2025-02-04,2025-02-07,Delayed
2715,2715,USPS,2025-09-06,2025-09-12,Delivered
2716,2716,DHL,2025-11-04,2025-11-11,In Transit
2717,2717,DHL,2025-02-06,2025-02-12,Delivered
2718,2718,DHL,2025-02-03,2025-02-10,Delayed
2719,2719,FedEx,2025-04-04,2025-04-10,Delivered
2720,2720,FedEx,2025-02-02,2025-02-03,In Transit
2721,2721,DHL,2025-12-27,2026-01-01,Delayed
2722,2722,DHL,2025-12-13,2025-12-15,In Transit
2723,2723,UPS,2025-02-14,2025-02-16,Delayed
2724,2724,FedEx,2025-12-11,2025-12-13,Delivered
2725,2725,UPS,2025-04-28,2025-05-03,In Transit
2726,2726,FedEx,2025-10-24,2025-10-26,In Transit
2727,2727,USPS,2025-12-16,2025-12-23,Delivered
2728,2728,UPS,2025-09-18,2025-09-19,In Transit
2729,2729,UPS,2025-11-01,2025-11-03,Delayed
2730,2730,FedEx,2025-10-21,2025-10-26,Delayed
2731,2731,DHL,2025-10-03,2025-10-06,Delivered
2732,2732,DHL,2025-11-10,2025-11-12,Delayed
2733,2733,FedEx,2025-12-28,2025-12-29,Delivered
2734,2734,DHL,2025-10-01,2025-10-06,Delayed
2735,2735,UPS,2025-07-13,2025-07-19,In Transit
2736,2736,USPS,2025-07-29,2025-08-03,Delayed
2737,2737,DHL,2025-09-19,2025-09-26,In Transit
2738,2738,UPS,2025-07-11,2025-07-16,In Transit
2739,2739,UPS,2025-05-05,2025-05-12,Delayed
2740,2740,USPS,2025-03-15,2025-03-21,In Transit
2741,2741,USPS,2025-01-06,2025-01-09,In Transit
2742,2742,USPS,2025-08-05,2025-08-11,Delivered
2743,2743,FedEx,2025-08-15,2025-08-17,Delivered
2744,2744,USPS,2025-06-16,2025-06-21,Delivered
2745,2745,USPS,2025-08-18,2025-08-22,In Transit
2746,2746,UPS,2025-05-13,2025-05-18,In Transit
2747,2747,UPS,2025-05-26,2025-05-29,In Transit
2748,2748,UPS,2025-03-03,2025-03-05,Delayed
2749,2749,USPS,2025-12-14,2025-12-18,In Transit
2750,2750,UPS,2025-08-07,2025-08-11,Delivered
2751,2751,FedEx,2025-06-13,2025-06-17,Delivered
2752,2752,FedEx,2025-07-09,2025-07-11,Delayed
2753,2753,DHL,2025-12-21,2025-12-22,In Transit
2754,2754,UPS,2025-08-03,2025-08-06,Delayed
2755,2755,FedEx,2025-03-22,2025-03-24,In Transit
2756,2756,UPS,2025-08-26,2025-08-28,In Transit
2757,2757,USPS,2025-09-20,2025-09-23,Delivered
2758,2758,DHL,2025-05-11,2025-05-17,Delivered
2759,2759,USPS,2025-03-03,2025-03-06,Delayed
2760,2760,DHL,2025-03-10,2025-03-16,In Transit
2761,2761,FedEx,2025-09-10,2025-09-11,Delivered
2762,2762,DHL,2025-12-24,2025-12-30,In Transit
2763,2763,USPS,2025-03-01,2025-03-03,Delayed
2764,2764,USPS,2025-11-14,2025-11-17,Delivered
2765,2765,USPS,2025-04-04,2025-04-07,Delayed
2766,2766,UPS,2025-02-03,2025-02-08,Delayed
2767,2767,USPS,2025-11-26,2025-11-30,In Transit
2768,2768,USPS,2025-03-27,2025-03-28,In Transit
2769,2769,UPS,2025-03-09,2025-03-11,Delivered
2770,2770,DHL,2025-12-14,2025-12-18,Delivered
2771,2771,FedEx,2025-12-28,2026-01-01,In Transit
2772,2772,FedEx,2025-03-11,2025-03-15,In Transit
2773,2773,UPS,2025-04-17,2025-04-22,In Transit
2774,2774,FedEx,2025-07-14,2025-07-15,Delivered
2775,2775,UPS,2025-11-28,2025-12-05,In Transit
2776,2776,FedEx,2025-08-02,2025-08-04,In Transit
2777,2777,UPS,2025-04-05,2025-04-09,Delivered
2778,2778,FedEx,2025-10-01,2025-10-05,Delayed
2779,2779,UPS,2025-11-13,2025-11-14,Delayed
2780,2780,DHL,2025-08-05,2025-08-06,In Transit
2781,2781,DHL,2025-05-03,2025-05-10,Delivered
2782,2782,FedEx,2025-12-15,2025-12-22,Delayed
2783,2783,DHL,2025-01-03,2025-01-09,Delayed
2784,2784,DHL,2025-12-02,2025-12-05,Delivered
2785,2785,USPS,2025-09-19,2025-09-24,Delayed
2786,2786,UPS,2025-07-28,2025-08-02,In Transit
2787,2787,USPS,2025-05-14,2025-05-17,Delivered
2788,2788,UPS,2025-07-27,2025-07-28,In Transit
2789,2789,FedEx,2025-12-02,2025-12-08,In Transit
2790,2790,UPS,2025-12-11,2025-12-16,In Transit
2791,2791,USPS,2025-03-12,2025-03-16,Delayed
2792,2792,USPS,2025-05-25,2025-06-01,Delayed
2793,2793,DHL,2025-02-17,2025-02-19,Delayed
2794,2794,UPS,2025-07-01,2025-07-03,Delayed
2795,2795,USPS,2025-05-02,2025-05-04,Delayed
2796,2796,UPS,2025-11-12,2025-11-14,Delivered
2797,2797,USPS,2025-08-25,2025-08-31,Delayed
2798,2798,FedEx,2025-01-02,2025-01-09,In Transit
2799,2799,UPS,2025-11-04,2025-11-09,Delayed
2800,2800,USPS,2025-07-31,2025-08-07,In Transit
2801,2801,DHL,2025-08-14,2025-08-20,In Transit
2802,2802,FedEx,2025-03-04,2025-03-08,Delayed
2803,2803,FedEx,2025-05-17,2025-05-19,Delivered
2804,2804,UPS,2025-04-25,2025-04-26,Delivered
2805,2805,UPS,2025-03-03,2025-03-08,Delivered
2806,2806,DHL,2025-08-31,2025-09-06,Delivered
2807,2807,UPS,2025-07-02,2025-07-08,Delayed
2808,2808,UPS,2025-12-18,2025-12-25,Delayed
2809,2809,UPS,2025-05-24,2025-05-29,In Transit
2810,2810,UPS,2025-06-05,2025-06-07,In Transit
2811,2811,UPS,2025-11-19,2025-11-22,Delayed
2812,2812,FedEx,2025-05-26,2025-05-30,In Transit
2813,2813,DHL,2025-02-21,2025-02-23,Delivered
2814,2814,UPS,2025-04-26,2025-04-28,In Transit
2815,2815,UPS,2025-04-13,2025-04-15,In Transit
2816,2816,UPS,2025-05-17,2025-05-20,Delivered
2817,2817,UPS,2025-11-08,2025-11-14,Delivered
2818,2818,DHL,2025-09-29,2025-10-06,Delayed
2819,2819,USPS,2025-02-17,2025-02-19,Delayed
2820,2820,USPS,2025-11-18,2025-11-23,Delayed
2821,2821,UPS,2025-06-17,2025-06-19,Delivered
2822,2822,USPS,2025-04-17,2025-04-22,Delivered
2823,2823,UPS,2025-01-23,2025-01-24,Delayed
2824,2824,USPS,2025-09-25,2025-10-02,Delayed
2825,2825,USPS,2025-09-18,2025-09-25,Delayed
2826,2826,FedEx,2025-10-15,2025-10-20,Delayed
2827,2827,DHL,2025-11-24,2025-12-01,Delayed
2828,2828,FedEx,2025-03-08,2025-03-09,Delivered
2829,2829,USPS,2025-03-02,2025-03-03,Delayed
2830,2830,FedEx,2025-10-08,2025-10-10,Delivered
2831,2831,USPS,2025-10-11,2025-10-14,Delivered
2832,2832,FedEx,2025-12-26,2025-12-28,In Transit
2833,2833,USPS,2025-06-27,2025-06-30,Delayed
2834,2834,DHL,2025-03-20,2025-03-23,Delayed
2835,2835,DHL,2025-11-12,2025-11-17,In Transit
2836,2836,USPS,2025-01-19,2025-01-26,Delayed
2837,2837,FedEx,2025-09-24,2025-10-01,In Transit
2838,2838,UPS,2025-07-29,2025-08-05,In Transit
2839,2839,FedEx,2025-04-03,2025-04-05,Delayed
2840,2840,UPS,2025-05-30,2025-06-03,Delayed
2841,2841,UPS,2025-06-08,2025-06-15,Delayed
2842,2842,FedEx,2025-06-05,2025-06-11,In Transit
2843,2843,DHL,2025-05-07,2025-05-10,In Transit
2844,2844,DHL,2025-05-09,2025-05-14,Delivered
2845,2845,USPS,2025-07-19,2025-07-24,Delayed
2846,2846,FedEx,2025-05-04,2025-05-05,In Transit
2847,2847,FedEx,2025-01-28,2025-01-29,In Transit
2848,2848,UPS,2025-03-11,2025-03-16,Delivered
2849,2849,UPS,2025-09-02,2025-09-03,Delayed
2850,2850,DHL,2025-01-04,2025-01-06,In Transit
2851,2851,USPS,2025-08-31,2025-09-07,Delayed
2852,2852,UPS,2025-06-25,2025-07-02,Delivered
2853,2853,UPS,2025-02-12,2025-02-16,In Transit
2854,2854,FedEx,2025-07-11,2025-07-13,In Transit
2855,2855,DHL,2025-09-24,2025-09-30,Delayed
2856,2856,DHL,2025-11-04,2025-11-08,Delivered
2857,2857,DHL,2025-10-12,2025-10-14,In Transit
2858,2858,USPS,2025-01-30,2025-02-01,In Transit
2859,2859,UPS,2025-07-01,2025-07-02,Delayed
2860,2860,UPS,2025-08-06,2025-08-13,In Transit
2861,2861,USPS,2025-10-30,2025-11-01,Delivered
2862,2862,USPS,2025-02-21,2025-02-28,In Transit
2863,2863,DHL,2025-03-13,2025-03-19,Delayed
2864,2864,USPS,2025-09-05,2025-09-06,Delayed
2865,2865,FedEx,2025-07-08,2025-07-15,Delivered
2866,2866,UPS,2025-08-06,2025-08-08,Delivered
2867,2867,USPS,2025-09-20,2025-09-26,Delayed
2868,2868,USPS,2025-09-28,2025-10-01,Delivered
2869,2869,DHL,2025-07-28,2025-08-04,Delivered
2870,2870,USPS,2025-07-19,2025-07-21,In Transit
2871,2871,USPS,2025-10-10,2025-10-17,Delayed
2872,2872,DHL,2025-01-20,2025-01-24,Delayed
2873,2873,DHL,2025-06-07,2025-06-13,Delayed
2874,2874,DHL,2025-07-09,2025-07-12,In Transit
2875,2875,UPS,2025-11-17,2025-11-23,Delivered
2876,2876,DHL,2025-11-27,2025-12-04,In Transit
2877,2877,UPS,2025-09-22,2025-09-28,Delivered
2878,2878,FedEx,2025-02-18,2025-02-25,Delivered
2879,2879,USPS,2025-10-21,2025-10-25,Delayed
2880,2880,FedEx,2025-11-16,2025-11-21,Delivered
2881,2881,USPS,2025-07-14,2025-07-18,Delivered
2882,2882,USPS,2025-02-22,2025-02-26,Delayed
2883,2883,FedEx,2025-11-30,2025-12-02,Delayed
2884,2884,USPS,2025-09-12,2025-09-18,In Transit
2885,2885,UPS,2025-03-13,2025-03-15,Delayed
2886,2886,UPS,2025-04-23,2025-04-26,In Transit
2887,2887,DHL,2025-05-25,2025-05-31,Delivered
2888,2888,UPS,2025-08-19,2025-08-21,Delayed
2889,2889,USPS,2025-04-05,2025-04-12,Delayed
2890,2890,FedEx,2025-07-23,2025-07-29,In Transit
2891,2891,FedEx,2025-09-06,2025-09-07,In Transit
2892,2892,USPS,2025-12-15,2025-12-17,Delivered
2893,2893,UPS,2025-01-12,2025-01-19,Delivered
2894,2894,USPS,2025-05-09,2025-05-16,In Transit
2895,2895,USPS,2025-08-23,2025-08-27,In Transit
2896,2896,FedEx,2025-09-23,2025-09-25,Delayed
2897,2897,UPS,2025-05-29,2025-05-31,Delivered
2898,2898,UPS,2025-01-17,2025-01-19,Delayed
2899,2899,FedEx,2025-06-17,2025-06-23,Delivered
2900,2900,DHL,2025-08-23,2025-08-30,Delayed
2901,2901,DHL,2025-11-04,2025-11-11,Delivered
2902,2902,USPS,2025-12-29,2026-01-02,Delivered
2903,2903,DHL,2025-08-23,2025-08-25,Delivered
2904,2904,USPS,2025-02-24,2025-02-25,In Transit
2905,2905,FedEx,2025-08-06,2025-08-09,Delayed
2906,2906,UPS,2025-04-24,2025-04-25,In Transit
2907,2907,DHL,2025-06-29,2025-07-04,In Transit
2908,2908,FedEx,2025-01-19,2025-01-21,In Transit
2909,2909,DHL,2025-09-11,2025-09-13,In Transit
2910,2910,USPS,2025-11-08,2025-11-10,In Transit
2911,2911,USPS,2025-10-14,2025-10-21,In Transit
2912,2912,USPS,2025-12-19,2025-12-22,Delayed
2913,2913,FedEx,2025-02-15,2025-02-16,In Transit
2914,2914,UPS,2025-09-25,2025-09-28,In Transit
2915,2915,FedEx,2025-08-28,2025-09-03,Delivered
2916,2916,UPS,2025-02-26,2025-02-28,Delivered
2917,2917,FedEx,2025-08-01,2025-08-06,In Transit
2918,2918,UPS,2025-07-14,2025-07-18,Delivered
2919,2919,FedEx,2025-08-10,2025-08-16,Delayed
2920,2920,USPS,2025-01-09,2025-01-12,Delayed
2921,2921,DHL,2025-07-17,2025-07-18,Delayed
2922,2922,USPS,2025-02-16,2025-02-22,In Transit
2923,2923,USPS,2025-10-26,2025-10-29,Delayed
2924,2924,USPS,2025-11-18,2025-11-24,Delivered
2925,2925,UPS,2025-03-16,2025-03-20,In Transit
2926,2926,USPS,2025-11-23,2025-11-28,In Transit
2927,2927,FedEx,2025-01-19,2025-01-24,In Transit
2928,2928,FedEx,2025-11-30,2025-12-02,Delivered
2929,2929,USPS,2025-10-12,2025-10-17,In Transit
2930,2930,UPS,2025-08-14,2025-08-19,Delivered
2931,2931,FedEx,2025-12-04,2025-12-08,Delayed
2932,2932,UPS,2025-07-14,2025-07-15,In Transit
2933,2933,FedEx,2025-07-18,2025-07-21,Delayed
2934,2934,USPS,2025-04-22,2025-04-26,Delayed
2935,2935,UPS,2025-01-04,2025-01-07,In Transit
2936,2936,USPS,2025-08-03,2025-08-06,In Transit
2937,2937,UPS,2025-11-08,2025-11-09,Delayed
2938,2938,UPS,2025-09-08,2025-09-12,In Transit
2939,2939,USPS,2025-06-06,2025-06-13,Delayed
2940,2940,FedEx,2025-11-25,2025-11-26,Delivered
2941,2941,USPS,2025-07-02,2025-07-03,In Transit
2942,2942,DHL,2025-05-29,2025-06-01,Delayed
2943,2943,UPS,2025-10-23,2025-10-24,Delivered
2944,2944,FedEx,2025-04-18,2025-04-19,Delayed
2945,2945,USPS,2025-02-12,2025-02-18,In Transit
2946,2946,USPS,2025-05-06,2025-05-10,Delivered
2947,2947,DHL,2025-05-13,2025-05-19,Delayed
2948,2948,USPS,2025-01-17,2025-01-24,Delayed
2949,2949,DHL,2025-03-27,2025-03-28,Delivered
2950,2950,USPS,2025-04-16,2025-04-17,Delayed
2951,2951,FedEx,2025-07-15,2025-07-21,In Transit
2952,2952,USPS,2025-12-20,2025-12-27,Delivered
2953,2953,UPS,2025-06-29,2025-07-04,In Transit
2954,2954,FedEx,2025-11-17,2025-11-23,In Transit
2955,2955,USPS,2025-03-07,2025-03-13,Delivered
2956,2956,DHL,2025-02-23,2025-02-27,Delayed
2957,2957,FedEx,2025-08-31,2025-09-06,In Transit
2958,2958,USPS,2025-07-03,2025-07-04,In Transit
2959,2959,UPS,2025-07-10,2025-07-14,In Transit
2960,2960,UPS,2025-05-15,2025-05-20,Delivered
2961,2961,DHL,2025-10-30,2025-11-02,Delayed
2962,2962,UPS,2025-06-21,2025-06-25,Delivered
2963,2963,FedEx,2025-04-16,2025-04-22,In Transit
2964,2964,DHL,2025-09-15,2025-09-16,Delivered
2965,2965,DHL,2025-09-17,2025-09-22,In Transit
2966,2966,DHL,2025-05-02,2025-05-04,Delivered
2967,2967,UPS,2025-07-14,2025-07-21,Delivered
2968,2968,FedEx,2025-04-01,2025-04-06,In Transit
2969,2969,UPS,2025-03-18,2025-03-21,Delivered
2970,2970,FedEx,2025-09-08,2025-09-12,Delayed
2971,2971,FedEx,2025-01-12,2025-01-14,Delivered
2972,2972,FedEx,2025-05-20,2025-05-26,Delayed
2973,2973,UPS,2025-05-03,2025-05-10,Delivered
2974,2974,FedEx,2025-10-11,2025-10-15,In Transit
2975,2975,UPS,2025-02-26,2025-03-01,Delivered
2976,2976,FedEx,2025-04-28,2025-05-01,Delivered
2977,2977,UPS,2025-05-09,2025-05-16,Delayed
2978,2978,UPS,2025-02-15,2025-02-19,Delivered
2979,2979,USPS,2025-10-07,2025-10-11,Delayed
2980,2980,UPS,2025-09-19,2025-09-20,Delayed
2981,2981,FedEx,2025-05-19,2025-05-23,In Transit
2982,2982,DHL,2025-07-07,2025-07-10,Delayed
2983,2983,USPS,2025-07-23,2025-07-25,Delayed
2984,2984,UPS,2025-01-20,2025-01-21,In Transit
2985,2985,DHL,2025-02-13,2025-02-14,Delivered
2986,2986,DHL,2025-05-01,2025-05-07,Delayed
2987,2987,UPS,2025-12-21,2025-12-22,Delayed
2988,2988,UPS,2025-06-22,2025-06-25,Delivered
2989,2989,FedEx,2025-07-23,2025-07-29,Delivered
2990,2990,DHL,2025-04-17,2025-04-22,In Transit
2991,2991,USPS,2025-09-28,2025-10-03,Delivered
2992,2992,FedEx,2025-10-28,2025-11-03,In Transit
2993,2993,FedEx,2025-08-02,2025-08-05,Delayed
2994,2994,UPS,2025-09-16,2025-09-21,Delayed
2995,2995,FedEx,2025-04-19,2025-04-23,In Transit
2996,2996,DHL,2025-08-07,2025-08-11,Delayed
2997,2997,USPS,2025-02-11,2025-02-16,Delayed
2998,2998,DHL,2025-09-26,2025-09-29,In Transit
2999,2999,DHL,2025-08-30,2025-09-01,In Transit
3000,3000,USPS,2025-02-24,2025-03-01,Delivered
3001,3001,UPS,2025-11-17,2025-11-19,Delivered
3002,3002,FedEx,2025-01-05,2025-01-10,Delivered
3003,3003,FedEx,2025-12-07,2025-12-12,Delivered
3004,3004,FedEx,2025-03-01,2025-03-05,In Transit
3005,3005,UPS,2025-06-12,2025-06-13,Delivered
3006,3006,USPS,2025-11-02,2025-11-03,In Transit
3007,3007,UPS,2025-09-10,2025-09-14,In Transit
3008,3008,DHL,2025-09-03,2025-09-08,Delivered
3009,3009,USPS,2025-02-08,2025-02-13,In Transit
3010,3010,FedEx,2025-11-15,2025-11-22,Delayed
3011,3011,USPS,2025-08-17,2025-08-22,Delayed
3012,3012,USPS,2025-07-26,2025-07-30,Delayed
3013,3013,USPS,2025-07-05,2025-07-07,In Transit
3014,3014,USPS,2025-08-09,2025-08-11,Delayed
3015,3015,FedEx,2025-12-08,2025-12-13,In Transit
3016,3016,DHL,2025-03-30,2025-04-05,In Transit
3017,3017,DHL,2025-07-20,2025-07-21,Delivered
3018,3018,USPS,2025-07-31,2025-08-05,Delayed
3019,3019,FedEx,2025-05-04,2025-05-11,In Transit
3020,3020,USPS,2025-06-17,2025-06-22,Delayed
3021,3021,DHL,2025-09-25,2025-09-28,Delayed
3022,3022,DHL,2025-04-19,2025-04-20,Delayed
3023,3023,FedEx,2025-05-19,2025-05-26,In Transit
3024,3024,FedEx,2025-06-17,2025-06-24,In Transit
3025,3025,UPS,2025-08-21,2025-08-28,Delayed
3026,3026,UPS,2025-05-30,2025-05-31,In Transit
3027,3027,USPS,2025-07-22,2025-07-24,Delivered
3028,3028,FedEx,2025-01-23,2025-01-25,Delayed
3029,3029,FedEx,2025-07-14,2025-07-16,Delivered
3030,3030,UPS,2025-07-03,2025-07-08,Delayed
3031,3031,UPS,2025-05-05,2025-05-12,Delivered
3032,3032,UPS,2025-11-12,2025-11-18,In Transit
3033,3033,FedEx,2025-05-05,2025-05-09,In Transit
3034,3034,DHL,2025-08-27,2025-09-01,Delayed
3035,3035,FedEx,2025-07-30,2025-08-02,Delivered
3036,3036,FedEx,2025-08-25,2025-09-01,In Transit
3037,3037,FedEx,2025-12-24,2025-12-27,Delayed
3038,3038,FedEx,2025-03-08,2025-03-13,Delivered
3039,3039,USPS,2025-11-16,2025-11-21,Delayed
3040,3040,FedEx,2025-06-05,2025-06-12,Delayed
3041,3041,DHL,2025-05-08,2025-05-14,Delayed
3042,3042,FedEx,2025-06-28,2025-06-29,Delivered
3043,3043,USPS,2025-12-12,2025-12-16,Delivered
3044,3044,FedEx,2025-02-05,2025-02-09,Delayed
3045,3045,FedEx,2025-01-03,2025-01-06,In Transit
3046,3046,DHL,2025-12-04,2025-12-07,In Transit
3047,3047,USPS,2025-04-25,2025-04-28,Delivered
3048,3048,DHL,2025-07-13,2025-07-15,Delayed
3049,3049,UPS,2025-09-08,2025-09-15,Delayed
3050,3050,FedEx,2025-08-23,2025-08-26,Delivered
3051,3051,USPS,2025-08-20,2025-08-21,Delayed
3052,3052,UPS,2025-04-08,2025-04-12,Delayed
3053,3053,DHL,2025-06-22,2025-06-28,In Transit
3054,3054,USPS,2025-02-26,2025-02-27,In Transit
3055,3055,USPS,2025-07-10,2025-07-17,Delivered
3056,3056,UPS,2025-04-10,2025-04-14,In Transit
3057,3057,FedEx,2025-10-20,2025-10-21,Delivered
3058,3058,USPS,2025-06-20,2025-06-24,Delivered
3059,3059,FedEx,2025-10-01,2025-10-03,In Transit
3060,3060,UPS,2025-12-31,2026-01-02,In Transit
3061,3061,UPS,2025-05-12,2025-05-18,Delayed
3062,3062,FedEx,2025-06-18,2025-06-24,Delayed
3063,3063,FedEx,2025-08-30,2025-09-01,In Transit
3064,3064,DHL,2025-06-08,2025-06-11,In Transit
